range,vehicle_KW,average_range,average_KW
62,18.599999999999998,219.82471264367817,75.61470195977012
56,30.240000000000002,219.82471264367817,75.61470195977012
56,30.240000000000002,219.82471264367817,75.61470195977012
73,24.82,219.82471264367817,75.61470195977012
88,40.480000000000004,219.82471264367817,75.61470195977012
76,24.32,219.82471264367817,75.61470195977012
265,100.7,219.82471264367817,75.61470195977012
76,24.32,219.82471264367817,75.61470195977012
82,23.779999999999998,219.82471264367817,75.61470195977012
68,21.76,219.82471264367817,75.61470195977012
68,21.76,219.82471264367817,75.61470195977012
38,10.64,219.82471264367817,75.61470195977012
103,45.32,219.82471264367817,75.61470195977012
88,40.480000000000004,219.82471264367817,75.61470195977012
62,18.599999999999998,219.82471264367817,75.61470195977012
208,72.8,219.82471264367817,75.61470195977012
265,100.7,219.82471264367817,75.61470195977012
122,65.88000000000001,219.82471264367817,75.61470195977012
87,25.229999999999997,219.82471264367817,75.61470195977012
103,45.32,219.82471264367817,75.61470195977012
75,21.75,219.82471264367817,75.61470195977012
139,50.04,219.82471264367817,75.61470195977012
82,22.96,219.82471264367817,75.61470195977012
82,23.779999999999998,219.82471264367817,75.61470195977012
76,24.32,219.82471264367817,75.61470195977012
87,25.229999999999997,219.82471264367817,75.61470195977012
68,21.76,219.82471264367817,75.61470195977012
68,21.76,219.82471264367817,75.61470195977012
103,45.32,219.82471264367817,75.61470195977012
84,25.2,219.82471264367817,75.61470195977012
265,100.7,219.82471264367817,75.61470195977012
208,72.8,219.82471264367817,75.61470195977012
127,68.58,219.82471264367817,75.61470195977012
127,68.58,219.82471264367817,75.61470195977012
62,18.599999999999998,219.82471264367817,75.61470195977012
84,24.882899999999996,219.82471264367817,75.61470195977012
82,23.242818,219.82471264367817,75.61470195977012
87,25.380771000000003,219.82471264367817,75.61470195977012
81,21.87,219.82471264367817,75.61470195977012
87,34.800000000000004,219.82471264367817,75.61470195977012
93,29.746608000000002,219.82471264367817,75.61470195977012
83,24.209688999999997,219.82471264367817,75.61470195977012
68,21.422856,219.82471264367817,75.61470195977012
68,21.422856,219.82471264367817,75.61470195977012
87,34.800000000000004,219.82471264367817,75.61470195977012
76,24.32,219.82471264367817,75.61470195977012
265,100.7,219.82471264367817,75.61470195977012
242,91.96000000000001,219.82471264367817,75.61470195977012
253,91.08,219.82471264367817,75.61470195977012
270,91.80000000000001,219.82471264367817,75.61470195977012
81,21.87,219.82471264367817,75.61470195977012
208,72.8,219.82471264367817,75.61470195977012
62,18.599999999999998,219.82471264367817,75.61470195977012
240,79.2,219.82471264367817,75.61470195977012
93,29.746608000000002,219.82471264367817,75.61470195977012
270,91.80000000000001,219.82471264367817,75.61470195977012
253,91.08,219.82471264367817,75.61470195977012
83,24.216495,219.82471264367817,75.61470195977012
68,21.422856,219.82471264367817,75.61470195977012
68,21.422856,219.82471264367817,75.61470195977012
76,24.32,219.82471264367817,75.61470195977012
257,95.09,219.82471264367817,75.61470195977012
250,95,219.82471264367817,75.61470195977012
82,23.242818,219.82471264367817,75.61470195977012
87,34.996794,219.82471264367817,75.61470195977012
84,24.905663999999998,219.82471264367817,75.61470195977012
107,32.081703000000005,219.82471264367817,75.61470195977012
84,25.180428,219.82471264367817,75.61470195977012
81,21.87,219.82471264367817,75.61470195977012
234,88.92,219.82471264367817,75.61470195977012
265,100.7,219.82471264367817,75.61470195977012
265,100.7,219.82471264367817,75.61470195977012
265,100.7,219.82471264367817,75.61470195977012
240,79.2,219.82471264367817,75.61470195977012
270,91.80000000000001,219.82471264367817,75.61470195977012
294,97.02000000000001,219.82471264367817,75.61470195977012
253,91.08,219.82471264367817,75.61470195977012
270,94.5,219.82471264367817,75.61470195977012
59,17.7,219.82471264367817,75.61470195977012
249,84.66000000000001,219.82471264367817,75.61470195977012
259,85.47,219.82471264367817,75.61470195977012
238,85.67999999999999,219.82471264367817,75.61470195977012
84,25.180428,219.82471264367817,75.61470195977012
187,87.89,219.82471264367817,75.61470195977012
81,21.87,219.82471264367817,75.61470195977012
114,33.059999999999995,219.82471264367817,75.61470195977012
87,34.996794,219.82471264367817,75.61470195977012
93,29.746608000000002,219.82471264367817,75.61470195977012
210,71.4,219.82471264367817,75.61470195977012
218,69.76,219.82471264367817,75.61470195977012
315,110.25,219.82471264367817,75.61470195977012
200,72,219.82471264367817,75.61470195977012
238,67.355666,219.82471264367817,75.61470195977012
107,32.087909,219.82471264367817,75.61470195977012
124,31,219.82471264367817,75.61470195977012
289,112.71000000000001,219.82471264367817,75.61470195977012
115,35.65,219.82471264367817,75.61470195977012
218,69.76,219.82471264367817,75.61470195977012
259,85.47,219.82471264367817,75.61470195977012
315,110.25,219.82471264367817,75.61470195977012
200,72,219.82471264367817,75.61470195977012
238,85.67999999999999,219.82471264367817,75.61470195977012
257,95.09,219.82471264367817,75.61470195977012
250,95,219.82471264367817,75.61470195977012
289,112.71000000000001,219.82471264367817,75.61470195977012
270,94.5,219.82471264367817,75.61470195977012
125,35.52325,219.82471264367817,75.61470195977012
210,71.4,219.82471264367817,75.61470195977012
249,84.66000000000001,219.82471264367817,75.61470195977012
294,94.08,219.82471264367817,75.61470195977012
187,87.89,219.82471264367817,75.61470195977012
335,110.55000000000001,219.82471264367817,75.61470195977012
89,26.7,219.82471264367817,75.61470195977012
58,17.98,219.82471264367817,75.61470195977012
111,34.660971,219.82471264367817,75.61470195977012
57,18.810000000000002,219.82471264367817,75.61470195977012
115,36.21396,219.82471264367817,75.61470195977012
124,31,219.82471264367817,75.61470195977012
310,83.1606,219.82471264367817,75.61470195977012
58,17.98,219.82471264367817,75.61470195977012
57,18.810000000000002,219.82471264367817,75.61470195977012
238,67.355666,219.82471264367817,75.61470195977012
295,114.06204500000001,219.82471264367817,75.61470195977012
310,80.22148999999999,219.82471264367817,75.61470195977012
249,85.28225099999999,219.82471264367817,75.61470195977012
259,84.479066,219.82471264367817,75.61470195977012
335,111.2066,219.82471264367817,75.61470195977012
315,108.86715,219.82471264367817,75.61470195977012
238,86.22739999999999,219.82471264367817,75.61470195977012
295,114.06204500000001,219.82471264367817,75.61470195977012
289,114.27435700000001,219.82471264367817,75.61470195977012
114,32.644128,219.82471264367817,75.61470195977012
107,32.069291,219.82471264367817,75.61470195977012
151,45.301661,219.82471264367817,75.61470195977012
125,35.52325,219.82471264367817,75.61470195977012
187,87.191555,219.82471264367817,75.61470195977012
84,25.180428,219.82471264367817,75.61470195977012
89,26.286506,219.82471264367817,75.61470195977012
124,31,219.82471264367817,75.61470195977012
310,89.73322,219.82471264367817,75.61470195977012
310,89.73322,219.82471264367817,75.61470195977012
238,67.355666,219.82471264367817,75.61470195977012
258,72.24000000000001,219.82471264367817,75.61470195977012
111,34.660971,219.82471264367817,75.61470195977012
125,35.52325,219.82471264367817,75.61470195977012
150,45.2724,219.82471264367817,75.61470195977012
234,103.6035,219.82471264367817,75.61470195977012
153,45.585891,219.82471264367817,75.61470195977012
153,45.585891,219.82471264367817,75.61470195977012
260,71.46282000000001,219.82471264367817,75.61470195977012
239,71.716969,219.82471264367817,75.61470195977012
84,25.180428,219.82471264367817,75.61470195977012
89,26.286506,219.82471264367817,75.61470195977012
58,17.98,219.82471264367817,75.61470195977012
57,18.810000000000002,219.82471264367817,75.61470195977012
264,72.56224800000001,219.82471264367817,75.61470195977012
310,80.22148999999999,219.82471264367817,75.61470195977012
310,89.73322,219.82471264367817,75.61470195977012
310,89.73322,219.82471264367817,75.61470195977012
259,84.479066,219.82471264367817,75.61470195977012
335,111.2066,219.82471264367817,75.61470195977012
315,108.86715,219.82471264367817,75.61470195977012
238,86.22739999999999,219.82471264367817,75.61470195977012
295,114.06204500000001,219.82471264367817,75.61470195977012
289,114.27435700000001,219.82471264367817,75.61470195977012
226,70.06,219.82471264367817,75.61470195977012
215,69.40845,219.82471264367817,75.61470195977012
204,92.957088,219.82471264367817,75.61470195977012
234,103.67978400000001,219.82471264367817,75.61470195977012
220,56.52174,219.82471264367817,75.61470195977012
240,60.93144000000001,219.82471264367817,75.61470195977012
370,112.00862,219.82471264367817,75.61470195977012
345,111.89109,219.82471264367817,75.61470195977012
325,112.87575,219.82471264367817,75.61470195977012
285,87.83244,219.82471264367817,75.61470195977012
325,113.853675,219.82471264367817,75.61470195977012
270,115.58780999999999,219.82471264367817,75.61470195977012
187,87.191555,219.82471264367817,75.61470195977012
258,70.898658,219.82471264367817,75.61470195977012
259,74.236911,219.82471264367817,75.61470195977012
170,43.156879999999994,219.82471264367817,75.61470195977012
330,85.39707,219.82471264367817,75.61470195977012
322,90.03345399999999,219.82471264367817,75.61470195977012
264,72.56224800000001,219.82471264367817,75.61470195977012
220,56.52174,219.82471264367817,75.61470195977012
250,59.9475,219.82471264367817,75.61470195977012
322,90.16000000000001,219.82471264367817,75.61470195977012
304,88.545168,219.82471264367817,75.61470195977012
299,89.34030299999999,219.82471264367817,75.61470195977012
373,112.916798,219.82471264367817,75.61470195977012
348,112.864056,219.82471264367817,75.61470195977012
326,113.22306,219.82471264367817,75.61470195977012
287,88.448808,219.82471264367817,75.61470195977012
328,114.90463199999999,219.82471264367817,75.61470195977012
305,114.58545000000001,219.82471264367817,75.61470195977012
272,116.44401599999999,219.82471264367817,75.61470195977012
258,85.816992,219.82471264367817,75.61470195977012
201,97.84076999999999,219.82471264367817,75.61470195977012
192,95.811072,219.82471264367817,75.61470195977012
315,88.10739000000001,219.82471264367817,75.61470195977012
110,34.40745,219.82471264367817,75.61470195977012
153,45.585891,219.82471264367817,75.61470195977012
153,45.585891,219.82471264367817,75.61470195977012
239,71.716969,219.82471264367817,75.61470195977012
149,45.335336000000005,219.82471264367817,75.61470195977012
226,70.748848,219.82471264367817,75.61470195977012
215,69.40845,219.82471264367817,75.61470195977012
203,99.08612699999999,219.82471264367817,75.61470195977012
110,34.40745,219.82471264367817,75.61470195977012
218,95.887082,219.82471264367817,75.61470195977012
402,116.178,219.82471264367817,75.61470195977012
291,88.328394,219.82471264367817,75.61470195977012
316,88.024328,219.82471264367817,75.61470195977012
233,85.430848,219.82471264367817,75.61470195977012
208,89.03980800000001,219.82471264367817,75.61470195977012
353,88.63477000000002,219.82471264367817,75.61470195977012
315,94.36518,219.82471264367817,75.61470195977012
371,118.73224300000001,219.82471264367817,75.61470195977012
341,117.97031399999999,219.82471264367817,75.61470195977012
300,117.84450000000001,219.82471264367817,75.61470195977012
326,88.16833,219.82471264367817,75.61470195977012
303,92.396214,219.82471264367817,75.61470195977012
243,70.89087599999999,219.82471264367817,75.61470195977012
351,112.86966599999998,219.82471264367817,75.61470195977012
222,96.367536,219.82471264367817,75.61470195977012
218,95.877926,219.82471264367817,75.61470195977012
387,118.30203,219.82471264367817,75.61470195977012
334,117.72665,219.82471264367817,75.61470195977012
250,87.5,219.82471264367817,75.61470195977012
250,87.5,219.82471264367817,75.61470195977012
211,76.728673,219.82471264367817,75.61470195977012
270,100.64061,219.82471264367817,75.61470195977012
230,77.88789000000001,219.82471264367817,75.61470195977012
300,103.8429,219.82471264367817,75.61470195977012
59,17.427184,219.82471264367817,75.61470195977012
153,45.585891,219.82471264367817,75.61470195977012
259,74.236911,219.82471264367817,75.61470195977012
149,45.335336000000005,219.82471264367817,75.61470195977012
226,70.748848,219.82471264367817,75.61470195977012
215,69.40845,219.82471264367817,75.61470195977012
305,101.69584499999999,219.82471264367817,75.61470195977012
199,84.469729,219.82471264367817,75.61470195977012
227,98.72525100000001,219.82471264367817,75.61470195977012
258,69.66000000000001,219.82471264367817,75.61470195977012
200,82,219.82471264367817,75.61470195977012
225,101.12715,219.82471264367817,75.61470195977012
153,45.585891,219.82471264367817,75.61470195977012
239,71.716969,219.82471264367817,75.61470195977012
263,62.446982999999996,219.82471264367817,75.61470195977012
170,43.156879999999994,219.82471264367817,75.61470195977012
244,63.507588,219.82471264367817,75.61470195977012
234,103.67978400000001,219.82471264367817,75.61470195977012
212,95.4,219.82471264367817,75.61470195977012
201,96.675573,219.82471264367817,75.61470195977012
114,35.01396,219.82471264367817,75.61470195977012
247,72.62565699999999,219.82471264367817,75.61470195977012
259,72.800497,219.82471264367817,75.61470195977012
405,114.128595,219.82471264367817,75.61470195977012
260,88.4,219.82471264367817,75.61470195977012
348,116.38894799999998,219.82471264367817,75.61470195977012
258,72.24000000000001,219.82471264367817,75.61470195977012
239,71.716969,219.82471264367817,75.61470195977012
149,45.335336000000005,219.82471264367817,75.61470195977012
226,70.748848,219.82471264367817,75.61470195977012
215,69.40845,219.82471264367817,75.61470195977012
249,94.14764699999999,219.82471264367817,75.61470195977012
223,87.949416,219.82471264367817,75.61470195977012
316,153.620872,219.82471264367817,75.61470195977012
314,150.958326,219.82471264367817,75.61470195977012
471,137.369505,219.82471264367817,75.61470195977012
451,137.42150400000003,219.82471264367817,75.61470195977012
520,139.711,219.82471264367817,75.61470195977012
481,140.286536,219.82471264367817,75.61470195977012
516,132.65843999999998,219.82471264367817,75.61470195977012
469,130.34917000000002,219.82471264367817,75.61470195977012
215,94.807475,219.82471264367817,75.61470195977012
215,96.75,219.82471264367817,75.61470195977012
202,92.99171,219.82471264367817,75.61470195977012
204,95.63438400000001,219.82471264367817,75.61470195977012
249,86.930133,219.82471264367817,75.61470195977012
240,87.06288,219.82471264367817,75.61470195977012
238,98.196182,219.82471264367817,75.61470195977012
208,95.45577600000001,219.82471264367817,75.61470195977012
181,96.490195,219.82471264367817,75.61470195977012
212,95.220224,219.82471264367817,75.61470195977012
185,96.345595,219.82471264367817,75.61470195977012
241,85.87360199999999,219.82471264367817,75.61470195977012
241,85.87360199999999,219.82471264367817,75.61470195977012
232,97.076456,219.82471264367817,75.61470195977012
100,36.7506,219.82471264367817,75.61470195977012
350,122.49999999999999,219.82471264367817,75.61470195977012
199,84.469729,219.82471264367817,75.61470195977012
227,98.72525100000001,219.82471264367817,75.61470195977012
200,84,219.82471264367817,75.61470195977012
225,101.12715,219.82471264367817,75.61470195977012
212,97.52000000000001,219.82471264367817,75.61470195977012
201,96.675573,219.82471264367817,75.61470195977012
215,94.807475,219.82471264367817,75.61470195977012
215,96.75,219.82471264367817,75.61470195977012
204,95.63438400000001,219.82471264367817,75.61470195977012
202,92.99171,219.82471264367817,75.61470195977012
270,108.49625999999999,219.82471264367817,75.61470195977012
260,107.08958,219.82471264367817,75.61470195977012
222,96.373752,219.82471264367817,75.61470195977012
218,95.88533799999999,219.82471264367817,75.61470195977012
256,87.88096,219.82471264367817,75.61470195977012
303,90.89999999999999,219.82471264367817,75.61470195977012
220,68.2,219.82471264367817,75.61470195977012
274,86.909512,219.82471264367817,75.61470195977012
310,89.89999999999999,219.82471264367817,75.61470195977012
232,67.28,219.82471264367817,75.61470195977012
270,85.03812,219.82471264367817,75.61470195977012
226,87.06062399999999,219.82471264367817,75.61470195977012
358,92.449204,219.82471264367817,75.61470195977012
315,94.36518,219.82471264367817,75.61470195977012
272,69.34068799999999,219.82471264367817,75.61470195977012
405,114.128595,219.82471264367817,75.61470195977012
396,115.442712,219.82471264367817,75.61470195977012
348,116.38894799999998,219.82471264367817,75.61470195977012
244,63.507588,219.82471264367817,75.61470195977012
330,91.17009,219.82471264367817,75.61470195977012
303,92.396214,219.82471264367817,75.61470195977012
348,115.13092799999998,219.82471264367817,75.61470195977012
333,114.42845700000001,219.82471264367817,75.61470195977012
311,114.80875999999999,219.82471264367817,75.61470195977012
340,120.75270000000002,219.82471264367817,75.61470195977012
270,95.13909,219.82471264367817,75.61470195977012
227,96.042792,219.82471264367817,75.61470195977012
301,93.09358100000001,219.82471264367817,75.61470195977012
282,95.742666,219.82471264367817,75.61470195977012
324,126.331164,219.82471264367817,75.61470195977012
305,124.060885,219.82471264367817,75.61470195977012
315,123.69798,219.82471264367817,75.61470195977012
224,81.34403200000001,219.82471264367817,75.61470195977012
277,102.747333,219.82471264367817,75.61470195977012
312,107.14984799999999,219.82471264367817,75.61470195977012
314,104.69670599999999,219.82471264367817,75.61470195977012
270,108.52083,219.82471264367817,75.61470195977012
260,107.06436000000001,219.82471264367817,75.61470195977012
247,80.592642,219.82471264367817,75.61470195977012
303,104.881329,219.82471264367817,75.61470195977012
279,76.757643,219.82471264367817,75.61470195977012
251,83.747405,219.82471264367817,75.61470195977012
245,86.90688999999999,219.82471264367817,75.61470195977012
280,84.42699999999999,219.82471264367817,75.61470195977012
300,152.1213,219.82471264367817,75.61470195977012
320,153.32576,219.82471264367817,75.61470195977012
230,113.53789,219.82471264367817,75.61470195977012
